,Feat,Tfs,corpus_index
3095,ano cor,117.0,1157.0
3096,ar condicionado,360.0,1158.0
3097,computador bordo,210.0,1158.0
3098,vidros elétricos,208.0,1158.0
3099,rodas liga,207.0,1158.0
3100,direção hidráulica,181.0,1158.0
3101,liga leve,202.0,1158.0
3102,desembaçador traseiro,187.0,1158.0
3103,air bag,165.0,1158.0
3104,travas elétricas,159.0,1158.0
3105,computador bordo,210.0,1160.0
3106,rodas liga,207.0,1160.0
3107,liga leve,202.0,1160.0
3108,ar condicionado,360.0,1161.0
3109,computador bordo,210.0,1161.0
3110,vidros elétricos,208.0,1161.0
3111,rodas liga,207.0,1161.0
3112,liga leve,202.0,1161.0
3113,ipva pago,153.0,1161.0
3114,desembaçador traseiro,187.0,1161.0
3115,air bag,165.0,1161.0
3116,freio abs,169.0,1161.0
3117,chave reserva,146.0,1161.0
3118,travas elétricas,159.0,1161.0
3119,direção elétrica,168.0,1161.0
3120,regulagem altura,155.0,1161.0
3121,bancos couro,145.0,1161.0
3122,retrovisores elétricos,138.0,1161.0
3123,ar condicionado,360.0,1164.0
3124,vidros elétricos,208.0,1164.0
3125,rodas liga,207.0,1164.0
3126,liga leve,202.0,1164.0
3127,chave reserva,146.0,1164.0
3128,direção elétrica,168.0,1164.0
3129,regulagem altura,155.0,1164.0
3130,bancos couro,145.0,1164.0
3131,direção hidráulica,181.0,1168.0
3132,travas elétricas,159.0,1168.0
3133,pneus novos,95.0,1168.0
3134,bancos couro,145.0,1169.0
3135,único dono,139.0,1171.0
3136,ar condicionado,360.0,1172.0
3137,computador bordo,210.0,1172.0
3138,vidros elétricos,208.0,1172.0
3139,rodas liga,207.0,1172.0
3140,direção hidráulica,181.0,1172.0
3141,liga leve,202.0,1172.0
3142,ipva pago,153.0,1172.0
3143,desembaçador traseiro,187.0,1172.0
3144,air bag,165.0,1172.0
3145,freio abs,169.0,1172.0
3146,direção elétrica,168.0,1172.0
3147,regulagem altura,155.0,1172.0
3148,bancos couro,145.0,1172.0
3149,freio abs,169.0,1173.0
3150,ano cor,117.0,1173.0
3151,air bag,165.0,1174.0
3152,único dono,139.0,1174.0
3153,ar condicionado,360.0,1177.0
3154,rodas liga,207.0,1177.0
3155,direção hidráulica,181.0,1177.0
3156,liga leve,202.0,1177.0
3157,bancos couro,145.0,1177.0
3158,pneus novos,95.0,1177.0
3159,ar condicionado,360.0,1178.0
3160,air bag,165.0,1178.0
3161,chave reserva,146.0,1178.0
3162,travas elétricas,159.0,1178.0
3163,direção elétrica,168.0,1178.0
3164,pneus novos,95.0,1178.0
3165,chave reserva,146.0,1179.0
3166,computador bordo,210.0,1188.0
3167,desembaçador traseiro,187.0,1188.0
3168,freio abs,169.0,1188.0
3169,direção elétrica,168.0,1188.0
3170,regulagem altura,155.0,1188.0
3171,ar condicionado,360.0,1189.0
3172,computador bordo,210.0,1189.0
3173,vidros elétricos,208.0,1189.0
3174,rodas liga,207.0,1189.0
3175,direção hidráulica,181.0,1189.0
3176,liga leve,202.0,1189.0
3177,desembaçador traseiro,187.0,1189.0
3178,air bag,165.0,1189.0
3179,travas elétricas,159.0,1189.0
3180,bancos couro,145.0,1189.0
3181,ar condicionado,360.0,1191.0
3182,computador bordo,210.0,1191.0
3183,vidros elétricos,208.0,1191.0
3184,direção hidráulica,181.0,1191.0
3185,desembaçador traseiro,187.0,1191.0
3186,air bag,165.0,1191.0
3187,freio abs,169.0,1191.0
3188,chave reserva,146.0,1191.0
3189,travas elétricas,159.0,1191.0
3190,retrovisores elétricos,138.0,1191.0
3191,ar condicionado,360.0,1192.0
3192,vidros elétricos,208.0,1192.0
3193,rodas liga,207.0,1192.0
3194,direção hidráulica,181.0,1192.0
3195,liga leve,202.0,1192.0
3196,travas elétricas,159.0,1192.0
3197,retrovisores elétricos,138.0,1192.0
3198,computador bordo,210.0,1195.0
3199,ipva pago,153.0,1195.0
3200,desembaçador traseiro,187.0,1195.0
3201,freio abs,169.0,1195.0
3202,único dono,139.0,1195.0
3203,bancos couro,145.0,1195.0
3204,ano cor,117.0,1195.0
3205,retrovisores elétricos,138.0,1195.0
